,UID,Product,BioGro #,Licensee,Scope,Type,Variety,Certificate Valid Until,Available,Store #
1362,1362,"Coolstorage, Controlled Atmosphere Storage and F.A.S Services of BioGro certified organic and conversion apples",4041,Mr Apple New Zealand Ltd,Non-Primary,Service,,29/02/2024,False,
1363,1363,Dried Apple Rings,4108,Bearcroft Orchard TA Apples from Appleby,Non-Primary,Processing,,29/02/2024,False,
1364,1364,"Contract processing of Dried Apple products (Rings, Diced)",4108,Bearcroft Orchard TA Apples from Appleby,Non-Primary,Contracted Operator,,28/02/2023,False,
1365,1365,Apple Cider Vinegar,4108,Bearcroft Orchard TA Apples from Appleby,Non-Primary,Processing,,29/02/2024,False,
1366,1366,Dried Diced Apple,4108,Bearcroft Orchard TA Apples from Appleby,Non-Primary,Processing,,29/02/2024,False,
1367,1367,Apples,4108,Bearcroft Orchard TA Apples from Appleby,Primary,Orchard,Braeburn,29/02/2024,False,
1368,1368,Pears,4108,Bearcroft Orchard TA Apples from Appleby,Primary,Orchard,Doyenne du Comice,29/02/2024,False,
1369,1369,Apples,4108,Bearcroft Orchard TA Apples from Appleby,Primary,Orchard,Aztec Fuji,29/02/2024,False,
1370,1370,Apples,4108,Bearcroft Orchard TA Apples from Appleby,Primary,Orchard,Blenheim Orange,29/02/2024,False,
1371,1371,Pears,4108,Bearcroft Orchard TA Apples from Appleby,Primary,Orchard,Conference,29/02/2024,False,
1372,1372,Apples,4108,Bearcroft Orchard TA Apples from Appleby,Primary,Orchard,Pacific Queen,29/02/2024,False,
1373,1373,Apples,4108,Bearcroft Orchard TA Apples from Appleby,Primary,Orchard,Aurora,29/02/2024,False,
1374,1374,Apples,4108,Bearcroft Orchard TA Apples from Appleby,Primary,Orchard,Fuji,29/02/2024,False,
1375,1375,Apples,4108,Bearcroft Orchard TA Apples from Appleby,Primary,Orchard,"Cripps Pink (Pink Lady, Lady in Red )",29/02/2024,False,
1376,1376,Apples,4108,Bearcroft Orchard TA Apples from Appleby,Primary,Orchard,Kidds Orange,29/02/2024,False,
1377,1377,Kiwifruit Hayward (Blocks K-P) - KPIN 8287,4140,Neil Trebilco,Primary,Orchard,Hayward,29/02/2024,False,
1378,1378,"Kiwifruit Hayward (Blocks A, B, C, D, G) - KPIN 7013",4140,Neil Trebilco,Primary,Orchard,Hayward,29/02/2024,False,
1379,1379,Kiwifruit G3 (Blocks E & F) - KPIN 7013,4140,Neil Trebilco,Primary,Orchard,G3,29/02/2024,False,
1380,1380,Cattle for NOP meat,4193,Backwoods Organics,Primary,Livestock,,31/07/2023,False,
1381,1381,Beef Cattle,4193,Backwoods Organics,Primary,Livestock,,31/07/2023,False,
1382,1382,Hay,4193,Backwoods Organics,Primary,Pasture,,31/07/2023,False,
1383,1383,Silage,4193,Backwoods Organics,Primary,Pasture,,31/07/2023,False,
1384,1384,Pasture,4193,Backwoods Organics,Primary,Pasture,,31/07/2023,False,
1385,1385,Beef Cattle,4193,Backwoods Organics,Primary,Livestock,,31/07/2023,False,
1386,1386,Baleage,4193,Backwoods Organics,Primary,Pasture,,31/07/2023,False,
1387,1387,Dairy Grazing,4193,Backwoods Organics,Primary,Pasture,,31/07/2023,False,
1388,1388,Packing and Coolstorage of BioGro certified Pipfruit and Stonefruit from Te Mata Orchards,4200,Te Mata Orchards,Non-Primary,Packing Service,,29/02/2024,False,
1389,1389,"Apples - Fuji, Galaxy, Granny, Jazz, Mawfu, NZ Rose, NZ Queen, Lady in Red, Saturn, Ora",4200,Te Mata Orchards,Primary,Orchard,,29/02/2024,False,
1390,1390,Apricots - Royal Rosa,4200,Te Mata Orchards,Primary,Orchard,,29/02/2024,False,
1391,1391,"Plums - Red Beauty, Santa Rosa, Fortune, Shiro, Freedom, Rose Zee",4200,Te Mata Orchards,Primary,Orchard,,29/02/2024,False,
1392,1392,"Plums - Hawera, Black Amber",4200,Te Mata Orchards,Primary,Orchard,,29/02/2024,False,
1393,1393,"Apples - Fuji Mawfu, Royal Gala, Galaxy, Jazz, Granny Smith",4200,Te Mata Orchards,Primary,Orchard,,29/02/2024,False,
1394,1394,"Nectarines - Springbrite, Eary Red 1",4200,Te Mata Orchards,Primary,Orchard,,29/02/2024,False,
1395,1395,"Pears - Buerre Bosc, Packham's Triumph, Clapp's Favourite, Williams Bon Chretien, Kieffer",4200,Te Mata Orchards,Primary,Orchard,,29/02/2024,False,
1396,1396,"Plums - Primetime, Angelino, Omega, Billington, Black Doris, Te Mata Gold",4200,Te Mata Orchards,Primary,Orchard,,29/02/2024,False,
1397,1397,"Peaches - Mariana, Sophia",4200,Te Mata Orchards,Primary,Orchard,,29/02/2024,False,
1398,1398,"Wholesale Distribution of: adzuki beans, agave nectar, spelt flakes,apricots,amaranth, apple cider vinegar",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1399,1399,"Wholesale Distribution of: brazil nuts, brown rice (flour, vinegar), brown sugar, Buckwheat flour, Cocoa",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1400,1400,"Wholesale Distribution of: corn flakes, couscous, dried cranberries, dried gojiberry, dried mulberry, flaxseed",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1401,1401,"Wholesale Distribution of: kidney bean dark red, lima beans, maize flour, maize meal, millet flour",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1402,1402,"Wholesale Distribution of: millet china (non-glutinous), millet hulled yellow, molasses sugar powder (Sucanat)",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1403,1403,"Wholesale Distribution of: oats (bran, flour, groats), mung beans, peanuts, pine nuts, pinto beans, popcorn",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1404,1404,"Wholesale Distribution of: quinoa flakes, raisins (monukka, flame, jumbo, thompson), sesame black",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1405,1405,"Wholesale Distribution of: rolled oats/whole oats, rye flakes/grains, rye flour, self raising flour, Dried Blueberry",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1406,1406,"Wholesale Distribution of: sesame brown unhulled, shoyu, soy flour raw, soybeans, Dried Apple",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1407,1407,"Wholesale Distribution of: unrefined sugar, yellow split peas, unsweetened soy milk powder",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1408,1408,"Wholesale Distribution of: w/meal hi protein flour, wheat Grain hard, extra virgin coconut oil, coconut flour",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1409,1409,"Wholesale Distribution of: Sunny Bears, Ginger (Chunks, Crystallised), Choco Shell, Big Kid Muesli",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1410,1410,Watson,4226,Radiant Code Sdn Bhd,Non-Primary,Brand Owner,,31/05/2023,False,
1411,1411,Eu Yang Sang,4226,Radiant Code Sdn Bhd,Non-Primary,Brand Owner,,31/05/2023,False,
1412,1412,Contract packing of BioGro certified processed products,4226,Radiant Code Sdn Bhd,Non-Primary,Contracted Operator,,31/05/2023,False,
1413,1413,"Processed Products: Muesli, Muesli (Vergold), Hearty Breakfast, Fruity Breakfast, Berry Breakfast",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1414,1414,"Processed Products: Soup Mix, Omega Mix, Ancient Grain Mix, Fruit Medley, Trio Quinoa",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1415,1415,"Wholesale Distribution of: barley flour, barley pearl, black beans, black eyed beans, black strap molasses",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1416,1416,"Wholesale Distribution of: Buckwheat hulled, chia seeds, tamari wheat free, toasted sesame oil",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1417,1417,"Wholesale Distribution of: dulse granules, fenugreek, figs black mission, garbanzo, garden peas",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1418,1418,"Wholesale Distribution of: granola apple, granola blueberry, green lentil, kelp powder, kelp whole leaf",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1419,1419,"Wholesale Distribution of: pitted prunes, pumpkin seed shelled, quick oats, quinoa (black,red,white), red lentil",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1420,1420,"Wholesale Distribution of: sunflower kernel, sweeten soy milk powder,wheat bran, coconut palm sugar",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1421,1421,"Wholesale Distribution of: unbleached bread flour, unbleached cake/pastry flour, unbleached plain flour",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1422,1422,"Wholesale Distribution of: w/meal bread flour, coconut cooking oil, Honey Pops, Sushi Nori",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1423,1423,"Wholesale Distribution of: Barley Leaf Powder, Wheat Leaf Powder, Acai Powder, Non gluten grain flour",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1424,1424,"Wholesale Distribution of: Polenta, Spelt Flour, Semolina, Black seed(nigella sativa)/Black Cumin,Chia Oil, quinoa flour",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1425,1425,"Wholesale Distribution of: super fruits chew, super green energy chews",4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1426,1426,Wholesale Distribution of: soya bean oil,4226,Radiant Code Sdn Bhd,Non-Primary,Processing,,31/05/2023,False,
1427,1427,Amway,4226,Radiant Code Sdn Bhd,Non-Primary,Brand Owner,,31/05/2023,False,
1428,1428,Pasture,4257,Malcolm and Shirley Campbell,Primary,Pasture,,31/07/2023,False,
1429,1429,Hay,4257,Malcolm and Shirley Campbell,Primary,Pasture,,31/07/2023,False,
1430,1430,Silage,4257,Malcolm and Shirley Campbell,Primary,Pasture,,31/07/2023,False,
1431,1431,Baleage,4257,Malcolm and Shirley Campbell,Primary,Cropping,,31/07/2023,False,
1432,1432,Hay,4257,Malcolm and Shirley Campbell,Primary,Pasture,,31/07/2023,False,
1433,1433,Fruit Trees,4257,Malcolm and Shirley Campbell,Primary,Orchard,,31/07/2023,False,
1434,1434,Cull Cows for NOP meat,4257,Malcolm and Shirley Campbell,Primary,Livestock,,31/07/2023,False,
1435,1435,Cull Cows for NOP meat,4257,Malcolm and Shirley Campbell,Primary,Livestock,,31/07/2023,False,
1436,1436,Pasture,4257,Malcolm and Shirley Campbell,Primary,Pasture,,31/07/2023,False,
1437,1437,Silage,4257,Malcolm and Shirley Campbell,Primary,Pasture,,31/07/2023,False,
1438,1438,Dairy Beef,4257,Malcolm and Shirley Campbell,Primary,Livestock,,31/07/2023,False,
1439,1439,Dairy Beef,4257,Malcolm and Shirley Campbell,Primary,Livestock,,31/07/2023,False,
1440,1440,Baleage,4257,Malcolm and Shirley Campbell,Primary,Cropping,,31/07/2023,False,
1441,1441,Cool storage of organic fruit,4297,Bellingham Orchard,Non-Primary,Contracted Operator,,13/06/2022,False,
1442,1442,Pears,4297,Bellingham Orchard,Primary,Orchard,Buerre Bosc,29/02/2024,False,
1443,1443,Apples,4297,Bellingham Orchard,Primary,Orchard,Braeburn,29/02/2024,False,
1444,1444,Plums,4297,Bellingham Orchard,Primary,Orchard,,29/02/2024,False,
1445,1445,Apples,4297,Bellingham Orchard,Primary,Orchard,Cripp's Pink,29/02/2024,False,
1446,1446,Apples,4297,Bellingham Orchard,Primary,Orchard,Pink Lady,29/02/2024,False,
1447,1447,Apples,4297,Bellingham Orchard,Primary,Orchard,Koru,29/02/2024,False,
1448,1448,Pears,4297,Bellingham Orchard,Primary,Orchard,Winter Nelis,29/02/2024,False,
1449,1449,Pears,4297,Bellingham Orchard,Primary,Orchard,Belle de Junot,29/02/2024,False,
1450,1450,Pears,4297,Bellingham Orchard,Primary,Orchard,Quince,29/02/2024,False,
1451,1451,Apples,4297,Bellingham Orchard,Primary,Orchard,Braeburn,31/05/2023,False,
1452,1452,Plums,4297,Bellingham Orchard,Primary,Orchard,,31/05/2023,False,
1453,1453,"Pumpkins, Butternut Squash",4297,Bellingham Orchard,Primary,Cropping,,31/05/2023,False,
1454,1454,Apples,4297,Bellingham Orchard,Primary,Orchard,Cripp's Pink,31/05/2023,False,
1455,1455,Apples,4297,Bellingham Orchard,Primary,Orchard,Pink Lady,31/05/2023,False,
1456,1456,Apples,4297,Bellingham Orchard,Primary,Orchard,Jazz,31/05/2023,False,
1457,1457,Apples,4297,Bellingham Orchard,Primary,Orchard,Fuji,31/05/2023,False,
1458,1458,Apples,4297,Bellingham Orchard,Primary,Orchard,Koru,31/05/2023,False,
1459,1459,Pears,4297,Bellingham Orchard,Primary,Orchard,Belle de Junot,31/05/2023,False,
1460,1460,Pears,4297,Bellingham Orchard,Primary,Orchard,Quince,31/05/2023,False,
1461,1461,Pears,4297,Bellingham Orchard,Primary,Orchard,p009 (piqa boo),31/05/2023,False,
1462,1462,Pears,4297,Bellingham Orchard,Primary,Orchard,Buerre Bosc,31/05/2023,False,
1463,1463,Pears - grafted September 2021,4297,Bellingham Orchard,Primary,Orchard,p009 (piqa boo),31/05/2023,False,
1464,1464,Apples - grafted Sept 2019,4297,Bellingham Orchard,Primary,Orchard,Lady in Red,31/05/2023,False,
1465,1465,Apples,4297,Bellingham Orchard,Primary,Orchard,Lady in Red,31/05/2023,False,
1466,1466,Pears,4297,Bellingham Orchard,Primary,Orchard,Winter Nelis,31/05/2023,False,
1467,1467,Pears,4297,Bellingham Orchard,Primary,Orchard,Doyenne du Comice,31/05/2023,False,
1468,1468,"Pumpkins, Butternut Squash",4297,Bellingham Orchard,Primary,Cropping,,29/02/2024,False,
1469,1469,Apples,4297,Bellingham Orchard,Primary,Orchard,Jazz,29/02/2024,False,
1470,1470,Apples,4297,Bellingham Orchard,Primary,Orchard,Fuji,29/02/2024,False,
1471,1471,Apples,4297,Bellingham Orchard,Primary,Orchard,Lady in Red,29/02/2024,False,
1472,1472,Pears,4297,Bellingham Orchard,Primary,Orchard,Doyenne du Comice,29/02/2024,False,
1473,1473,Apple Juice Concentrate clear,4299,Profruit 2006 Ltd,Non-Primary,Processing,,30/04/2024,False,
1474,1474,Apple Juice Concentrate cloudy,4299,Profruit 2006 Ltd,Non-Primary,Processing,,30/04/2024,False,
1475,1475,Contract Juicing of certified organic fruits and vegetables,4299,Profruit 2006 Ltd,Non-Primary,Processing,,30/04/2024,False,
1476,1476,Apple pomace,4299,Profruit 2006 Ltd,Non-Primary,Processing,,30/04/2024,False,
1477,1477,Kiwifruit Juice Concentrate,4299,Profruit 2006 Ltd,Non-Primary,Processing,,30/04/2024,False,
1478,1478,Juicing of certified organic fruits and vegetables,4299,Profruit 2006 Ltd,Non-Primary,Processing,,30/04/2024,False,
1479,1479,Apple Juice Concentrate clear,4299,Profruit 2006 Ltd,Non-Primary,Processing,,30/04/2024,False,
1480,1480,Apple Juice Concentrate cloudy,4299,Profruit 2006 Ltd,Non-Primary,Processing,,30/04/2024,False,
1481,1481,Apple Juice Single Strength cloudy and clear,4299,Profruit 2006 Ltd,Non-Primary,Processing,,30/04/2024,False,
1482,1482,Kiwi Fruit Juice Concentrate,4299,Profruit 2006 Ltd,Non-Primary,Processing,,30/04/2024,False,
1483,1483,"Bulk, repacked and processed products as listed on BioGro Approved List A",4310,Ceres Enterprises Ltd,Non-Primary,Processing,,31/10/2023,False,
1484,1484,Repacking of bulk products into wholesale/retail packaging,4310,Ceres Enterprises Ltd,Non-Primary,Processing,,31/10/2023,False,
1485,1485,"Bulk, repacked and processed products as listed on BioGro Approved List C",4310,Ceres Enterprises Ltd,Non-Primary,Processing,,31/10/2023,False,
1486,1486,"Wholesale/Distribution of BioGro Certified Fresh Vegetables, Fresh Fruits & Herbs Approved List D – Fresh produce",4310,Ceres Enterprises Ltd,Non-Primary,Processing,,31/10/2023,False,
1487,1487,Contract manufacturer of Ceres Superfood Mix Gluten Free Muesli,4310,Ceres Enterprises Ltd,Non-Primary,Contracted Operator,,30/11/2023,False,
1488,1488,"Contract manufacturing icing sugar from Ceres certified organic ingredients, milling certified organic sugar and mixing with Tapioca starch, packing into bulk sacks for Ceres",4310,Ceres Enterprises Ltd,Non-Primary,Contracted Operator,,31/10/2023,False,
1489,1489,"Export of Bulk, repacked, and processed products as listed on BioGro Approved List A",4310,Ceres Enterprises Ltd,Non-Primary,Exporter,,31/10/2023,False,
1490,1490,"Wholesale and Distribution of Bulk, repacked and processed products as listed on BioGro Approved List A",4310,Ceres Enterprises Ltd,Non-Primary,Processing,,31/10/2023,False,
1491,1491,"Bulk, repacked and processed products as listed on BioGro Approved List B",4310,Ceres Enterprises Ltd,Non-Primary,Processing,,31/10/2023,False,
1492,1492,"Export of Bulk, repacked, and processed products as listed on BioGro Approved List B",4310,Ceres Enterprises Ltd,Non-Primary,Exporter,,31/10/2023,False,
1493,1493,"Wholesale and Distribution of Bulk, repacked and processed products as listed on BioGro Approved List B",4310,Ceres Enterprises Ltd,Non-Primary,Processing,,31/10/2023,False,
1494,1494,"Export of Bulk, repacked, and processed products as listed on BioGro Approved List C",4310,Ceres Enterprises Ltd,Non-Primary,Exporter,,31/10/2023,False,
1495,1495,"Contract manufacturing of snackfoods, using BG 4310 Ceres ingredients and recipes",4310,Ceres Enterprises Ltd,Non-Primary,Contracted Operator,,17/08/2023,False,
1496,1496,Contract Packing and Minimal Blending of a range of Ceres Retail Products (listed),4310,Ceres Enterprises Ltd,Non-Primary,Contracted Operator,,31/08/2023,False,
1497,1497,10187 – BIO raisins 300g,4310,Ceres Enterprises Ltd,Non-Primary,Contracted Operator,,31/08/2023,False,
1498,1498,11491 – BIO Oats Rolled Quick Cook 600g,4310,Ceres Enterprises Ltd,Non-Primary,Contracted Operator,,31/08/2023,False,
1499,1499,10852 - BIO Quinoa White 450g,4310,Ceres Enterprises Ltd,Non-Primary,Contracted Operator,,31/08/2023,False,
1500,1500,13049 – BIO Oats Steel cut 800g,4310,Ceres Enterprises Ltd,Non-Primary,Contracted Operator,,31/08/2023,False,
1501,1501,11759 – BIO Coconut chips 120g,4310,Ceres Enterprises Ltd,Non-Primary,Contracted Operator,,31/08/2023,False,
1502,1502,11489 – BIO Oats Rolled Jumbo 700g,4310,Ceres Enterprises Ltd,Non-Primary,Contracted Operator,,31/08/2023,False,
1503,1503,12333 – BIO Dates Raw 650g,4310,Ceres Enterprises Ltd,Non-Primary,Contracted Operator,,31/08/2023,False,
1504,1504,10847 – Bulghur wheat 500g,4310,Ceres Enterprises Ltd,Non-Primary,Contracted Operator,,31/08/2023,False,
1505,1505,Extra Virgin Avocado Oil,4323,Olivado Ltd,Non-Primary,Processing,,31/08/2023,False,
1506,1506,Refined Coconut Oil (RBD),4323,Olivado Ltd,Non-Primary,Processing,,31/08/2023,False,
1507,1507,Blending and Repacking of certified organic oils,4323,Olivado Ltd,Non-Primary,Processing,,31/08/2023,False,
1508,1508,Omega Oils Organic,4323,Olivado Ltd,Non-Primary,Processing,,31/08/2023,False,
1509,1509,Extra Virgin Avocado Oil,4323,Olivado Ltd,Non-Primary,Processing,,31/08/2023,False,
1510,1510,Extra Virgin Coconut Oil,4323,Olivado Ltd,Non-Primary,Processing,,31/08/2023,False,
1511,1511,Export of Extra Virgin Avocado Oil,4323,Olivado Ltd,Non-Primary,Exporter,,31/08/2023,False,
1512,1512,Export of Extra Virgin Olive Oil,4323,Olivado Ltd,Non-Primary,Exporter,,31/08/2023,False,
1513,1513,Omega Oils Organic,4323,Olivado Ltd,Non-Primary,Processing,,31/08/2023,False,
1514,1514,Extra Virgin Coconut Oil,4323,Olivado Ltd,Non-Primary,Processing,,31/08/2023,False,
1515,1515,Refined Avocado Oil,4323,Olivado Ltd,Non-Primary,Processing,,31/08/2023,False,
1516,1516,Refined Avocado Oil,4323,Olivado Ltd,Non-Primary,Processing,,31/08/2023,False,
1517,1517,Extra Virgin Olive Oil,4323,Olivado Ltd,Non-Primary,Processing,,31/08/2023,False,
1518,1518,Coconut Oil - RBD (Natural Coconut Cooking Oil),4323,Olivado Ltd,Non-Primary,Processing,,31/08/2023,False,
1519,1519,Export of Omega Oils Organic,4323,Olivado Ltd,Non-Primary,Exporter,,31/08/2023,False,
1520,1520,Export of Refined Avocado Oil,4323,Olivado Ltd,Non-Primary,Exporter,,31/08/2023,False,
1521,1521,Export of Extra Virgin Coconut Oil,4323,Olivado Ltd,Non-Primary,Exporter,,31/08/2023,False,
1522,1522,Export of Coconut Oil - RBD (Natural Coconut Cooking Oil),4323,Olivado Ltd,Non-Primary,Exporter,,31/08/2023,False,
1523,1523,Packing and Coolstorage of BioGro certified and conversion grade Vegetables and Fruit,4327,Yieldia Ltd,Non-Primary,Packing Service,,31/05/2023,False,
1524,1524,"Peeling, slicing, dicing, freezing & drying of certified organic fruit",4327,Yieldia Ltd,Non-Primary,Processing,,31/05/2023,False,
1525,1525,Plain Gouda,4365,Cheese Barn at Matatoki Farm Ltd,Non-Primary,Processing,,30/09/2023,False,
1526,1526,Camembert,4365,Cheese Barn at Matatoki Farm Ltd,Non-Primary,Processing,,30/09/2023,False,
1527,1527,Greek Yoghurt,4365,Cheese Barn at Matatoki Farm Ltd,Non-Primary,Processing,,30/09/2023,False,
1528,1528,Ghee,4365,Cheese Barn at Matatoki Farm Ltd,Non-Primary,Processing,,30/09/2023,False,
1529,1529,Sour Cream,4365,Cheese Barn at Matatoki Farm Ltd,Non-Primary,Processing,,30/09/2023,False,
1530,1530,Garlic & Chives Gouda,4365,Cheese Barn at Matatoki Farm Ltd,Non-Primary,Processing,,30/09/2023,False,
1531,1531,Cumin Seed Gouda,4365,Cheese Barn at Matatoki Farm Ltd,Non-Primary,Processing,,30/09/2023,False,
1532,1532,Mozzarella,4365,Cheese Barn at Matatoki Farm Ltd,Non-Primary,Processing,,30/09/2023,False,
